"Notes","Month","Month Code","Five-Year Age Groups","Five-Year Age Groups Code",Deaths,Population,Crude Rate
,"Mar., 2000","2000/03","< 1 year","1",2429,Not Applicable,Not Applicable
,"Mar., 2000","2000/03","1-4 years","1-4",403,Not Applicable,Not Applicable
,"Mar., 2000","2000/03","5-9 years","5-9",246,Not Applicable,Not Applicable
,"Mar., 2000","2000/03","10-14 years","10-14",349,Not Applicable,Not Applicable
,"Mar., 2000","2000/03","15-19 years","15-19",1048,Not Applicable,Not Applicable
,"Mar., 2000","2000/03","20-24 years","20-24",1413,Not Applicable,Not Applicable
,"Mar., 2000","2000/03","25-29 years","25-29",1477,Not Applicable,Not Applicable
,"Mar., 2000","2000/03","30-34 years","30-34",1880,Not Applicable,Not Applicable
,"Mar., 2000","2000/03","35-39 years","35-39",2977,Not Applicable,Not Applicable
,"Mar., 2000","2000/03","40-44 years","40-44",4392,Not Applicable,Not Applicable
,"Mar., 2000","2000/03","45-49 years","45-49",5734,Not Applicable,Not Applicable
,"Mar., 2000","2000/03","50-54 years","50-54",7315,Not Applicable,Not Applicable
,"Mar., 2000","2000/03","55-59 years","55-59",8978,Not Applicable,Not Applicable
,"Mar., 2000","2000/03","60-64 years ","60-64",11069,Not Applicable,Not Applicable
,"Mar., 2000","2000/03","65-69 years","65-69",15401,Not Applicable,Not Applicable
,"Mar., 2000","2000/03","70-74 years","70-74",22282,Not Applicable,Not Applicable
,"Mar., 2000","2000/03","75-79 years","75-79",28741,Not Applicable,Not Applicable
,"Mar., 2000","2000/03","80-84 years","80-84",30721,Not Applicable,Not Applicable
,"Mar., 2000","2000/03","85-89 years","85-89",28188,Not Applicable,Not Applicable
,"Mar., 2000","2000/03","90-94 years","90-94",18092,Not Applicable,Not Applicable
,"Mar., 2000","2000/03","95-99 years","95-99",7124,Not Applicable,Not Applicable
,"Mar., 2000","2000/03","100+ years","100+",1539,Not Applicable,Not Applicable
,"Mar., 2000","2000/03","Not Stated","NS",38,Not Applicable,Not Applicable
,"Apr., 2000","2000/04","< 1 year","1",2376,Not Applicable,Not Applicable
,"Apr., 2000","2000/04","1-4 years","1-4",394,Not Applicable,Not Applicable
,"Apr., 2000","2000/04","5-9 years","5-9",272,Not Applicable,Not Applicable
,"Apr., 2000","2000/04","10-14 years","10-14",344,Not Applicable,Not Applicable
,"Apr., 2000","2000/04","15-19 years","15-19",1061,Not Applicable,Not Applicable
,"Apr., 2000","2000/04","20-24 years","20-24",1403,Not Applicable,Not Applicable
,"Apr., 2000","2000/04","25-29 years","25-29",1406,Not Applicable,Not Applicable
,"Apr., 2000","2000/04","30-34 years","30-34",1835,Not Applicable,Not Applicable
,"Apr., 2000","2000/04","35-39 years","35-39",2931,Not Applicable,Not Applicable
,"Apr., 2000","2000/04","40-44 years","40-44",4367,Not Applicable,Not Applicable
,"Apr., 2000","2000/04","45-49 years","45-49",5687,Not Applicable,Not Applicable
,"Apr., 2000","2000/04","50-54 years","50-54",6941,Not Applicable,Not Applicable
,"Apr., 2000","2000/04","55-59 years","55-59",8393,Not Applicable,Not Applicable
,"Apr., 2000","2000/04","60-64 years ","60-64",10809,Not Applicable,Not Applicable
,"Apr., 2000","2000/04","65-69 years","65-69",14795,Not Applicable,Not Applicable
,"Apr., 2000","2000/04","70-74 years","70-74",20890,Not Applicable,Not Applicable
,"Apr., 2000","2000/04","75-79 years","75-79",26906,Not Applicable,Not Applicable
,"Apr., 2000","2000/04","80-84 years","80-84",28606,Not Applicable,Not Applicable
,"Apr., 2000","2000/04","85-89 years","85-89",26239,Not Applicable,Not Applicable
,"Apr., 2000","2000/04","90-94 years","90-94",16822,Not Applicable,Not Applicable
,"Apr., 2000","2000/04","95-99 years","95-99",6530,Not Applicable,Not Applicable
,"Apr., 2000","2000/04","100+ years","100+",1386,Not Applicable,Not Applicable
,"Apr., 2000","2000/04","Not Stated","NS",33,Not Applicable,Not Applicable
,"May, 2000","2000/05","< 1 year","1",2336,Not Applicable,Not Applicable
,"May, 2000","2000/05","1-4 years","1-4",433,Not Applicable,Not Applicable
,"May, 2000","2000/05","5-9 years","5-9",293,Not Applicable,Not Applicable
,"May, 2000","2000/05","10-14 years","10-14",354,Not Applicable,Not Applicable
,"May, 2000","2000/05","15-19 years","15-19",1154,Not Applicable,Not Applicable
,"May, 2000","2000/05","20-24 years","20-24",1566,Not Applicable,Not Applicable
,"May, 2000","2000/05","25-29 years","25-29",1551,Not Applicable,Not Applicable
,"May, 2000","2000/05","30-34 years","30-34",1999,Not Applicable,Not Applicable
,"May, 2000","2000/05","35-39 years","35-39",3038,Not Applicable,Not Applicable
,"May, 2000","2000/05","40-44 years","40-44",4510,Not Applicable,Not Applicable
,"May, 2000","2000/05","45-49 years","45-49",5806,Not Applicable,Not Applicable
,"May, 2000","2000/05","50-54 years","50-54",7190,Not Applicable,Not Applicable
,"May, 2000","2000/05","55-59 years","55-59",8847,Not Applicable,Not Applicable
,"May, 2000","2000/05","60-64 years ","60-64",11155,Not Applicable,Not Applicable
,"May, 2000","2000/05","65-69 years","65-69",15125,Not Applicable,Not Applicable
,"May, 2000","2000/05","70-74 years","70-74",21201,Not Applicable,Not Applicable
,"May, 2000","2000/05","75-79 years","75-79",26900,Not Applicable,Not Applicable
,"May, 2000","2000/05","80-84 years","80-84",28734,Not Applicable,Not Applicable
,"May, 2000","2000/05","85-89 years","85-89",26006,Not Applicable,Not Applicable
,"May, 2000","2000/05","90-94 years","90-94",17103,Not Applicable,Not Applicable
,"May, 2000","2000/05","95-99 years","95-99",6358,Not Applicable,Not Applicable
,"May, 2000","2000/05","100+ years","100+",1427,Not Applicable,Not Applicable
,"May, 2000","2000/05","Not Stated","NS",25,Not Applicable,Not Applicable
,"Jun., 2000","2000/06","< 1 year","1",2391,Not Applicable,Not Applicable
,"Jun., 2000","2000/06","1-4 years","1-4",391,Not Applicable,Not Applicable
,"Jun., 2000","2000/06","5-9 years","5-9",256,Not Applicable,Not Applicable
,"Jun., 2000","2000/06","10-14 years","10-14",367,Not Applicable,Not Applicable
,"Jun., 2000","2000/06","15-19 years","15-19",1256,Not Applicable,Not Applicable
,"Jun., 2000","2000/06","20-24 years","20-24",1525,Not Applicable,Not Applicable
,"Jun., 2000","2000/06","25-29 years","25-29",1496,Not Applicable,Not Applicable
,"Jun., 2000","2000/06","30-34 years","30-34",1850,Not Applicable,Not Applicable
,"Jun., 2000","2000/06","35-39 years","35-39",2969,Not Applicable,Not Applicable
,"Jun., 2000","2000/06","40-44 years","40-44",4329,Not Applicable,Not Applicable
,"Jun., 2000","2000/06","45-49 years","45-49",5771,Not Applicable,Not Applicable
,"Jun., 2000","2000/06","50-54 years","50-54",7114,Not Applicable,Not Applicable
,"Jun., 2000","2000/06","55-59 years","55-59",8322,Not Applicable,Not Applicable
,"Jun., 2000","2000/06","60-64 years ","60-64",10506,Not Applicable,Not Applicable
,"Jun., 2000","2000/06","65-69 years","65-69",14208,Not Applicable,Not Applicable
,"Jun., 2000","2000/06","70-74 years","70-74",20012,Not Applicable,Not Applicable
,"Jun., 2000","2000/06","75-79 years","75-79",25783,Not Applicable,Not Applicable
,"Jun., 2000","2000/06","80-84 years","80-84",26910,Not Applicable,Not Applicable
,"Jun., 2000","2000/06","85-89 years","85-89",24512,Not Applicable,Not Applicable
,"Jun., 2000","2000/06","90-94 years","90-94",15768,Not Applicable,Not Applicable
,"Jun., 2000","2000/06","95-99 years","95-99",6152,Not Applicable,Not Applicable
,"Jun., 2000","2000/06","100+ years","100+",1213,Not Applicable,Not Applicable
,"Jun., 2000","2000/06","Not Stated","NS",21,Not Applicable,Not Applicable
,"Jul., 2000","2000/07","< 1 year","1",2281,Not Applicable,Not Applicable
,"Jul., 2000","2000/07","1-4 years","1-4",477,Not Applicable,Not Applicable
,"Jul., 2000","2000/07","5-9 years","5-9",319,Not Applicable,Not Applicable
,"Jul., 2000","2000/07","10-14 years","10-14",433,Not Applicable,Not Applicable
,"Jul., 2000","2000/07","15-19 years","15-19",1343,Not Applicable,Not Applicable
,"Jul., 2000","2000/07","20-24 years","20-24",1623,Not Applicable,Not Applicable
,"Jul., 2000","2000/07","25-29 years","25-29",1581,Not Applicable,Not Applicable
,"Jul., 2000","2000/07","30-34 years","30-34",2000,Not Applicable,Not Applicable
,"Jul., 2000","2000/07","35-39 years","35-39",3083,Not Applicable,Not Applicable
,"Jul., 2000","2000/07","40-44 years","40-44",4455,Not Applicable,Not Applicable
,"Jul., 2000","2000/07","45-49 years","45-49",5977,Not Applicable,Not Applicable
,"Jul., 2000","2000/07","50-54 years","50-54",7336,Not Applicable,Not Applicable
,"Jul., 2000","2000/07","55-59 years","55-59",8689,Not Applicable,Not Applicable
,"Jul., 2000","2000/07","60-64 years ","60-64",10912,Not Applicable,Not Applicable
,"Jul., 2000","2000/07","65-69 years","65-69",14350,Not Applicable,Not Applicable
,"Jul., 2000","2000/07","70-74 years","70-74",20418,Not Applicable,Not Applicable
,"Jul., 2000","2000/07","75-79 years","75-79",26224,Not Applicable,Not Applicable
,"Jul., 2000","2000/07","80-84 years","80-84",27517,Not Applicable,Not Applicable
,"Jul., 2000","2000/07","85-89 years","85-89",25591,Not Applicable,Not Applicable
,"Jul., 2000","2000/07","90-94 years","90-94",16413,Not Applicable,Not Applicable
,"Jul., 2000","2000/07","95-99 years","95-99",6184,Not Applicable,Not Applicable
,"Jul., 2000","2000/07","100+ years","100+",1338,Not Applicable,Not Applicable
,"Jul., 2000","2000/07","Not Stated","NS",26,Not Applicable,Not Applicable
,"Aug., 2000","2000/08","< 1 year","1",2293,Not Applicable,Not Applicable
,"Aug., 2000","2000/08","1-4 years","1-4",408,Not Applicable,Not Applicable
,"Aug., 2000","2000/08","5-9 years","5-9",290,Not Applicable,Not Applicable
,"Aug., 2000","2000/08","10-14 years","10-14",375,Not Applicable,Not Applicable
,"Aug., 2000","2000/08","15-19 years","15-19",1224,Not Applicable,Not Applicable
,"Aug., 2000","2000/08","20-24 years","20-24",1566,Not Applicable,Not Applicable
,"Aug., 2000","2000/08","25-29 years","25-29",1473,Not Applicable,Not Applicable
,"Aug., 2000","2000/08","30-34 years","30-34",2025,Not Applicable,Not Applicable
,"Aug., 2000","2000/08","35-39 years","35-39",3054,Not Applicable,Not Applicable
,"Aug., 2000","2000/08","40-44 years","40-44",4463,Not Applicable,Not Applicable
,"Aug., 2000","2000/08","45-49 years","45-49",5805,Not Applicable,Not Applicable
,"Aug., 2000","2000/08","50-54 years","50-54",7450,Not Applicable,Not Applicable
,"Aug., 2000","2000/08","55-59 years","55-59",8587,Not Applicable,Not Applicable
,"Aug., 2000","2000/08","60-64 years ","60-64",10742,Not Applicable,Not Applicable
,"Aug., 2000","2000/08","65-69 years","65-69",14515,Not Applicable,Not Applicable
,"Aug., 2000","2000/08","70-74 years","70-74",20270,Not Applicable,Not Applicable
,"Aug., 2000","2000/08","75-79 years","75-79",26427,Not Applicable,Not Applicable
,"Aug., 2000","2000/08","80-84 years","80-84",28132,Not Applicable,Not Applicable
,"Aug., 2000","2000/08","85-89 years","85-89",25558,Not Applicable,Not Applicable
,"Aug., 2000","2000/08","90-94 years","90-94",16400,Not Applicable,Not Applicable
,"Aug., 2000","2000/08","95-99 years","95-99",6254,Not Applicable,Not Applicable
,"Aug., 2000","2000/08","100+ years","100+",1344,Not Applicable,Not Applicable
,"Aug., 2000","2000/08","Not Stated","NS",33,Not Applicable,Not Applicable
,"Sep., 2000","2000/09","< 1 year","1",2287,Not Applicable,Not Applicable
,"Sep., 2000","2000/09","1-4 years","1-4",403,Not Applicable,Not Applicable
,"Sep., 2000","2000/09","5-9 years","5-9",256,Not Applicable,Not Applicable
,"Sep., 2000","2000/09","10-14 years","10-14",331,Not Applicable,Not Applicable
,"Sep., 2000","2000/09","15-19 years","15-19",1159,Not Applicable,Not Applicable
,"Sep., 2000","2000/09","20-24 years","20-24",1480,Not Applicable,Not Applicable
,"Sep., 2000","2000/09","25-29 years","25-29",1465,Not Applicable,Not Applicable
,"Sep., 2000","2000/09","30-34 years","30-34",1823,Not Applicable,Not Applicable
,"Sep., 2000","2000/09","35-39 years","35-39",2897,Not Applicable,Not Applicable
,"Sep., 2000","2000/09","40-44 years","40-44",4360,Not Applicable,Not Applicable
,"Sep., 2000","2000/09","45-49 years","45-49",5715,Not Applicable,Not Applicable
,"Sep., 2000","2000/09","50-54 years","50-54",7269,Not Applicable,Not Applicable
,"Sep., 2000","2000/09","55-59 years","55-59",8405,Not Applicable,Not Applicable
,"Sep., 2000","2000/09","60-64 years ","60-64",10505,Not Applicable,Not Applicable
,"Sep., 2000","2000/09","65-69 years","65-69",14121,Not Applicable,Not Applicable
,"Sep., 2000","2000/09","70-74 years","70-74",20140,Not Applicable,Not Applicable
,"Sep., 2000","2000/09","75-79 years","75-79",26019,Not Applicable,Not Applicable
,"Sep., 2000","2000/09","80-84 years","80-84",27912,Not Applicable,Not Applicable
,"Sep., 2000","2000/09","85-89 years","85-89",25712,Not Applicable,Not Applicable
,"Sep., 2000","2000/09","90-94 years","90-94",16649,Not Applicable,Not Applicable
,"Sep., 2000","2000/09","95-99 years","95-99",6604,Not Applicable,Not Applicable
,"Sep., 2000","2000/09","100+ years","100+",1423,Not Applicable,Not Applicable
,"Sep., 2000","2000/09","Not Stated","NS",27,Not Applicable,Not Applicable
,"Oct., 2000","2000/10","< 1 year","1",2396,Not Applicable,Not Applicable
,"Oct., 2000","2000/10","1-4 years","1-4",367,Not Applicable,Not Applicable
,"Oct., 2000","2000/10","5-9 years","5-9",266,Not Applicable,Not Applicable
,"Oct., 2000","2000/10","10-14 years","10-14",326,Not Applicable,Not Applicable
,"Oct., 2000","2000/10","15-19 years","15-19",1188,Not Applicable,Not Applicable
,"Oct., 2000","2000/10","20-24 years","20-24",1499,Not Applicable,Not Applicable
,"Oct., 2000","2000/10","25-29 years","25-29",1465,Not Applicable,Not Applicable
,"Oct., 2000","2000/10","30-34 years","30-34",1896,Not Applicable,Not Applicable
,"Oct., 2000","2000/10","35-39 years","35-39",3001,Not Applicable,Not Applicable
,"Oct., 2000","2000/10","40-44 years","40-44",4420,Not Applicable,Not Applicable
,"Oct., 2000","2000/10","45-49 years","45-49",6058,Not Applicable,Not Applicable
,"Oct., 2000","2000/10","50-54 years","50-54",7487,Not Applicable,Not Applicable
,"Oct., 2000","2000/10","55-59 years","55-59",8942,Not Applicable,Not Applicable
,"Oct., 2000","2000/10","60-64 years ","60-64",11030,Not Applicable,Not Applicable
,"Oct., 2000","2000/10","65-69 years","65-69",14876,Not Applicable,Not Applicable
,"Oct., 2000","2000/10","70-74 years","70-74",21487,Not Applicable,Not Applicable
,"Oct., 2000","2000/10","75-79 years","75-79",28078,Not Applicable,Not Applicable
,"Oct., 2000","2000/10","80-84 years","80-84",30222,Not Applicable,Not Applicable
,"Oct., 2000","2000/10","85-89 years","85-89",27616,Not Applicable,Not Applicable
,"Oct., 2000","2000/10","90-94 years","90-94",18579,Not Applicable,Not Applicable
,"Oct., 2000","2000/10","95-99 years","95-99",7094,Not Applicable,Not Applicable
,"Oct., 2000","2000/10","100+ years","100+",1506,Not Applicable,Not Applicable
,"Oct., 2000","2000/10","Not Stated","NS",26,Not Applicable,Not Applicable
,"Nov., 2000","2000/11","< 1 year","1",2243,Not Applicable,Not Applicable
,"Nov., 2000","2000/11","1-4 years","1-4",354,Not Applicable,Not Applicable
,"Nov., 2000","2000/11","5-9 years","5-9",231,Not Applicable,Not Applicable
,"Nov., 2000","2000/11","10-14 years","10-14",320,Not Applicable,Not Applicable
,"Nov., 2000","2000/11","15-19 years","15-19",1042,Not Applicable,Not Applicable
,"Nov., 2000","2000/11","20-24 years","20-24",1438,Not Applicable,Not Applicable
,"Nov., 2000","2000/11","25-29 years","25-29",1335,Not Applicable,Not Applicable
,"Nov., 2000","2000/11","30-34 years","30-34",1749,Not Applicable,Not Applicable
,"Nov., 2000","2000/11","35-39 years","35-39",2879,Not Applicable,Not Applicable
,"Nov., 2000","2000/11","40-44 years","40-44",4460,Not Applicable,Not Applicable
,"Nov., 2000","2000/11","45-49 years","45-49",5913,Not Applicable,Not Applicable
,"Nov., 2000","2000/11","50-54 years","50-54",7576,Not Applicable,Not Applicable
,"Nov., 2000","2000/11","55-59 years","55-59",8868,Not Applicable,Not Applicable
,"Nov., 2000","2000/11","60-64 years ","60-64",11014,Not Applicable,Not Applicable
,"Nov., 2000","2000/11","65-69 years","65-69",14787,Not Applicable,Not Applicable
,"Nov., 2000","2000/11","70-74 years","70-74",21276,Not Applicable,Not Applicable
,"Nov., 2000","2000/11","75-79 years","75-79",28094,Not Applicable,Not Applicable
,"Nov., 2000","2000/11","80-84 years","80-84",30548,Not Applicable,Not Applicable
,"Nov., 2000","2000/11","85-89 years","85-89",28096,Not Applicable,Not Applicable
,"Nov., 2000","2000/11","90-94 years","90-94",18386,Not Applicable,Not Applicable
,"Nov., 2000","2000/11","95-99 years","95-99",7018,Not Applicable,Not Applicable
,"Nov., 2000","2000/11","100+ years","100+",1641,Not Applicable,Not Applicable
,"Nov., 2000","2000/11","Not Stated","NS",26,Not Applicable,Not Applicable
,"Dec., 2000","2000/12","< 1 year","1",2381,Not Applicable,Not Applicable
,"Dec., 2000","2000/12","1-4 years","1-4",452,Not Applicable,Not Applicable
,"Dec., 2000","2000/12","5-9 years","5-9",272,Not Applicable,Not Applicable
,"Dec., 2000","2000/12","10-14 years","10-14",349,Not Applicable,Not Applicable
,"Dec., 2000","2000/12","15-19 years","15-19",1013,Not Applicable,Not Applicable
,"Dec., 2000","2000/12","20-24 years","20-24",1497,Not Applicable,Not Applicable
,"Dec., 2000","2000/12","25-29 years","25-29",1471,Not Applicable,Not Applicable
,"Dec., 2000","2000/12","30-34 years","30-34",1916,Not Applicable,Not Applicable
,"Dec., 2000","2000/12","35-39 years","35-39",3066,Not Applicable,Not Applicable
,"Dec., 2000","2000/12","40-44 years","40-44",4762,Not Applicable,Not Applicable
,"Dec., 2000","2000/12","45-49 years","45-49",6267,Not Applicable,Not Applicable
,"Dec., 2000","2000/12","50-54 years","50-54",8183,Not Applicable,Not Applicable
,"Dec., 2000","2000/12","55-59 years","55-59",9708,Not Applicable,Not Applicable
,"Dec., 2000","2000/12","60-64 years ","60-64",12240,Not Applicable,Not Applicable
,"Dec., 2000","2000/12","65-69 years","65-69",15962,Not Applicable,Not Applicable
,"Dec., 2000","2000/12","70-74 years","70-74",23023,Not Applicable,Not Applicable
,"Dec., 2000","2000/12","75-79 years","75-79",30827,Not Applicable,Not Applicable
,"Dec., 2000","2000/12","80-84 years","80-84",33999,Not Applicable,Not Applicable
,"Dec., 2000","2000/12","85-89 years","85-89",31726,Not Applicable,Not Applicable
,"Dec., 2000","2000/12","90-94 years","90-94",21162,Not Applicable,Not Applicable
,"Dec., 2000","2000/12","95-99 years","95-99",8240,Not Applicable,Not Applicable
,"Dec., 2000","2000/12","100+ years","100+",1828,Not Applicable,Not Applicable
,"Dec., 2000","2000/12","Not Stated","NS",27,Not Applicable,Not Applicable
,"Jan., 2001","2001/01","< 1 year","1",2424,Not Applicable,Not Applicable
,"Jan., 2001","2001/01","1-4 years","1-4",476,Not Applicable,Not Applicable
