"iso3c","chart_type","type","window"
"AUS","midyear","cmr","6"
"AUT","midyear","cmr","8"
"AZE","midyear","cmr","5"
"BDI","midyear","cmr","9"
"BEL","midyear","cmr","9"
"BEN","midyear","cmr","5"
"BES","midyear","cmr","9"
"BFA","midyear","cmr","5"
"BGD","midyear","cmr","12"
"BGR","midyear","cmr","5"
"BHR","midyear","cmr","5"
"BHS","midyear","cmr","9"
"BIH","midyear","cmr","12"
"BLR","midyear","cmr","5"
"BLZ","midyear","cmr","5"
"BMU","midyear","cmr","12"
"BOL","midyear","cmr","8"
"BRA","midyear","cmr","5"
"BRB","midyear","cmr","5"
"BRN","midyear","cmr","5"
"BTN","midyear","cmr","5"
"BWA","midyear","cmr","5"
"CAF","midyear","cmr","5"
"CAN","midyear","cmr","7"
"CHE","midyear","cmr","12"
"CHL","midyear","cmr","5"
"CHN","midyear","cmr","12"
"CIV","midyear","cmr","5"
"CMR","midyear","cmr","12"
"COD","midyear","cmr","5"
"COG","midyear","cmr","5"
"COK","midyear","cmr","5"
"COL","midyear","cmr","5"
"COM","midyear","cmr","6"
"CPV","midyear","cmr","5"
"CRI","midyear","cmr","6"
"CUB","midyear","cmr","5"
"CUW","midyear","cmr","5"
"CYM","midyear","cmr","5"
"CYP","midyear","cmr","5"
"CZE","midyear","cmr","6"
"DEU","midyear","cmr","7"
"DEU-BB","midyear","cmr","5"
"DEU-BE","midyear","cmr","11"
"DEU-BW","midyear","cmr","12"
"DEU-BY","midyear","cmr","11"
"DEU-HB","midyear","cmr","12"
"DEU-HE","midyear","cmr","12"
"DEU-HH","midyear","cmr","12"
"DEU-MV","midyear","cmr","12"
"DEU-NI","midyear","cmr","12"
"DEU-NW","midyear","cmr","12"
"DEU-RP","midyear","cmr","12"
"DEU-SH","midyear","cmr","11"
"DEU-SL","midyear","cmr","7"
"DEU-SN","midyear","cmr","12"
"DEU-ST","midyear","cmr","11"
"DEU-TH","midyear","cmr","11"
"DJI","midyear","cmr","5"
"DMA","midyear","cmr","5"
"DNK","midyear","cmr","7"
"DOM","midyear","cmr","5"
"DZA","midyear","cmr","5"
"ECU","midyear","cmr","5"
"EGY","midyear","cmr","5"
"ERI","midyear","cmr","12"
"ESH","midyear","cmr","6"
"ESP","midyear","cmr","8"
"EST","midyear","cmr","5"
"ETH","midyear","cmr","12"
"FIN","midyear","cmr","6"
"FJI","midyear","cmr","5"
"FLK","midyear","cmr",
"FRA","midyear","cmr","8"
"FRO","midyear","cmr","7"
"FSM","midyear","cmr","5"
"GAB","midyear","cmr","5"
"GBR","midyear","cmr","8"
"GBRTENW","midyear","cmr","5"
"GBR_NIR","midyear","cmr",
"GBR_SCO","midyear","cmr","5"
"GEO","midyear","cmr","9"
"GGY","midyear","cmr","10"
"GHA","midyear","cmr","5"
"GIB","midyear","cmr","7"
"GIN","midyear","cmr","5"
"GLP","midyear","cmr","5"
"GMB","midyear","cmr","5"
"GNB","midyear","cmr","7"
"GNQ","midyear","cmr","10"
"GRC","midyear","cmr","6"
"GRD","midyear","cmr","6"
"GRL","midyear","cmr","5"
"GTM","midyear","cmr","9"
"GUF","midyear","cmr","5"
"GUM","midyear","cmr","5"
"GUY","midyear","cmr","5"
"HKG","midyear","cmr","5"
"HND","midyear","cmr","10"
"HRV","midyear","cmr","5"
"HTI","midyear","cmr","12"
"HUN","midyear","cmr","7"
"IDN","midyear","cmr","11"
"IMN","midyear","cmr","6"
"IND","midyear","cmr","8"
"IRL","midyear","cmr","5"
"IRN","midyear","cmr","5"
"IRQ","midyear","cmr","5"
"ISL","midyear","cmr","12"
"ISR","midyear","cmr","6"
"ITA","midyear","cmr","8"
"JAM","midyear","cmr","5"
"JEY","midyear","cmr","12"
"JOR","midyear","cmr","5"
"JPN","midyear","cmr","7"
"KAZ","midyear","cmr","5"
"KEN","midyear","cmr","5"
"KGZ","midyear","cmr","5"
"KHM","midyear","cmr","12"
"KIR","midyear","cmr","5"
"KNA","midyear","cmr","12"
"KOR","midyear","cmr","12"
"KWT","midyear","cmr","5"
"LAO","midyear","cmr","7"
"LBN","midyear","cmr","10"
"LBR","midyear","cmr","5"
"LBY","midyear","cmr","5"
"LCA","midyear","cmr","5"
"LIE","midyear","cmr","12"
"LKA","midyear","cmr","6"
"LSO","midyear","cmr","5"
"LTU","midyear","cmr","5"
"LUX","midyear","cmr","12"
"LVA","midyear","cmr","5"
"MAC","midyear","cmr","5"
"MAF","midyear","cmr","12"
"MAR","midyear","cmr","5"
"MCO","midyear","cmr","12"
"MDA","midyear","cmr","5"
"MDG","midyear","cmr","5"
"MDV","midyear","cmr","5"
"MEX","midyear","cmr","5"
"MHL","midyear","cmr","11"
"MKD","midyear","cmr","8"
"MLI","midyear","cmr","5"
"MLT","midyear","cmr","7"
"MMR","midyear","cmr","6"
"MNE","midyear","cmr","5"
"MNG","midyear","cmr","8"
"MNP","midyear","cmr","5"
"MOZ","midyear","cmr","5"
"MRT","midyear","cmr","5"
"MTQ","midyear","cmr","9"
"MUS","midyear","cmr","10"
"MWI","midyear","cmr","5"
"MYS","midyear","cmr","5"
"MYT","midyear","cmr","5"
"NAM","midyear","cmr","5"
"NCL","midyear","cmr","5"
"NER","midyear","cmr","5"
"NGA","midyear","cmr","5"
"NIC","midyear","cmr","9"
"NLD","midyear","cmr","5"
"NOR","midyear","cmr","7"
"NPL","midyear","cmr","5"
"NZL","midyear","cmr","9"
"OMN","midyear","cmr","5"
"PAK","midyear","cmr","7"
"PAN","midyear","cmr","5"
"PER","midyear","cmr","8"
"PHL","midyear","cmr","5"
"PLW","midyear","cmr","5"
"PNG","midyear","cmr","5"
"POL","midyear","cmr","6"
"PRI","midyear","cmr","5"
"PRK","midyear","cmr","12"
"PRT","midyear","cmr","8"
"PRY","midyear","cmr","5"
"PSE","midyear","cmr","12"
"PYF","midyear","cmr","5"
"QAT","midyear","cmr","5"
"REU","midyear","cmr","9"
"ROU","midyear","cmr","12"
"RUS","midyear","cmr","5"
"RWA","midyear","cmr","12"
"SAU","midyear","cmr","5"
"SDN","midyear","cmr","6"
"SEN","midyear","cmr","5"
"SGP","midyear","cmr","12"
"SLB","midyear","cmr","8"
"SLE","midyear","cmr","5"
"SLV","midyear","cmr","5"
"SMR","midyear","cmr","12"
"SOM","midyear","cmr","12"
"SRB","midyear","cmr","5"
"SSD","midyear","cmr","7"
"STP","midyear","cmr","5"
"SUR","midyear","cmr","5"
"SVK","midyear","cmr","11"
"SVN","midyear","cmr","6"
"SWE","midyear","cmr","8"
"SWZ","midyear","cmr","5"
"SXM","midyear","cmr","12"
"SYC","midyear","cmr","8"
"SYR","midyear","cmr","5"
"TCA","midyear","cmr","11"
"TCD","midyear","cmr","6"
"TGO","midyear","cmr","5"
"THA","midyear","cmr","5"
"TJK","midyear","cmr","5"
"TKL","midyear","cmr","6"
"TKM","midyear","cmr","5"
"TLS","midyear","cmr","5"
"TON","midyear","cmr","12"
"TTO","midyear","cmr","5"
"TUN","midyear","cmr","5"
"TUR","midyear","cmr","5"
"TUV","midyear","cmr","10"
"TWN","midyear","cmr","6"
"TZA","midyear","cmr","5"
"UGA","midyear","cmr","5"
"UKR","midyear","cmr","5"
"URY","midyear","cmr","5"
"USA","midyear","cmr","7"
"USA-AK","midyear","cmr","10"
"USA-AL","midyear","cmr","5"
"USA-AR","midyear","cmr","5"
"USA-AZ","midyear","cmr","6"
"USA-CA","midyear","cmr","5"
"USA-CO","midyear","cmr","5"
"USA-CT","midyear","cmr","5"
"USA-DC","midyear","cmr","5"
"USA-DE","midyear","cmr","5"
"USA-FL","midyear","cmr","5"
"USA-GA","midyear","cmr","5"
"USA-HI","midyear","cmr","5"
"USA-IA","midyear","cmr","6"
"USA-ID","midyear","cmr","5"
"USA-IL","midyear","cmr","5"
"USA-IN","midyear","cmr","5"
"USA-KS","midyear","cmr","5"
"USA-KY","midyear","cmr","5"
"USA-LA","midyear","cmr","7"
"USA-MA","midyear","cmr","5"
"USA-MD","midyear","cmr","5"
"USA-ME","midyear","cmr","5"
"USA-MI","midyear","cmr","5"
"USA-MN","midyear","cmr","5"
"USA-MO","midyear","cmr","5"
"USA-MS","midyear","cmr","5"
"USA-MT","midyear","cmr","7"
"USA-NC","midyear","cmr","5"
"USA-ND","midyear","cmr","5"
"USA-NE","midyear","cmr","6"
"USA-NH","midyear","cmr","5"
"USA-NJ","midyear","cmr","5"
"USA-NM","midyear","cmr","5"
"USA-NV","midyear","cmr","5"
"USA-NY","midyear","cmr","5"
"USA-OH","midyear","cmr","5"
"USA-OK","midyear","cmr","6"
"USA-OR","midyear","cmr","5"
"USA-PA","midyear","cmr","5"
"USA-RI","midyear","cmr","5"
"USA-SC","midyear","cmr","5"
"USA-SD","midyear","cmr","6"
"USA-TN","midyear","cmr","5"
"USA-TX","midyear","cmr","5"
"USA-UT","midyear","cmr","5"
"USA-VA","midyear","cmr","5"
"USA-VT","midyear","cmr","5"
"USA-WA","midyear","cmr","6"
"USA-WI","midyear","cmr","5"
"USA-WV","midyear","cmr","6"
"USA-WY","midyear","cmr","6"
"UZB","midyear","cmr","5"
"VCT","midyear","cmr","5"
"VEN","midyear","cmr","5"
"VGB","midyear","cmr","10"
"VIR","midyear","cmr","12"
"VNM","midyear","cmr","5"
"VUT","midyear","cmr","5"
"WSM","midyear","cmr","7"
"XKX","midyear","cmr","9"
"YEM","midyear","cmr","5"
"ZAF","midyear","cmr","5"
"ZMB","midyear","cmr","5"
"ZWE","midyear","cmr","5"
"ALB","midyear","asmr_who",
"ABW","midyear","asmr_who",
"AFG","midyear","asmr_who",
"AGO","midyear","asmr_who",
"AND","midyear","asmr_who","5"
"ARE","midyear","asmr_who",
"ARG","midyear","asmr_who",
"ARM","midyear","asmr_who",
"ASM","midyear","asmr_who",
"ATG","midyear","asmr_who",
"AUS","midyear","asmr_who",
"AUT","midyear","asmr_who","9"
"AZE","midyear","asmr_who",
"BDI","midyear","asmr_who",
"BEL","midyear","asmr_who","12"
"BEN","midyear","asmr_who",
"BES","midyear","asmr_who",
"BFA","midyear","asmr_who",
"BGD","midyear","asmr_who",
"BGR","midyear","asmr_who","6"
"BHR","midyear","asmr_who",
"BHS","midyear","asmr_who",
"BIH","midyear","asmr_who",
"BLR","midyear","asmr_who",
"BLZ","midyear","asmr_who",
"BMU","midyear","asmr_who",
"BOL","midyear","asmr_who",
"BRA","midyear","asmr_who",
"BRB","midyear","asmr_who",
"BRN","midyear","asmr_who",
"BTN","midyear","asmr_who",
"BWA","midyear","asmr_who",
"CAF","midyear","asmr_who",
"CAN","midyear","asmr_who","5"
"CHE","midyear","asmr_who","5"
"CHL","midyear","asmr_who",
"CHN","midyear","asmr_who",
"CIV","midyear","asmr_who",
"CMR","midyear","asmr_who",
"COD","midyear","asmr_who",
"COG","midyear","asmr_who",
"COK","midyear","asmr_who",
"COL","midyear","asmr_who",
"COM","midyear","asmr_who",
"CPV","midyear","asmr_who",
"CRI","midyear","asmr_who",
"CUB","midyear","asmr_who",
"CUW","midyear","asmr_who",
"CYM","midyear","asmr_who",
"CYP","midyear","asmr_who",
"CZE","midyear","asmr_who","8"
"DEU","midyear","asmr_who","6"
"DEU-BB","midyear","asmr_who","5"
"DEU-BE","midyear","asmr_who","12"
"DEU-BW","midyear","asmr_who","11"
"DEU-BY","midyear","asmr_who","11"
"DEU-HB","midyear","asmr_who","11"
"DEU-HE","midyear","asmr_who","12"
"DEU-HH","midyear","asmr_who","11"
"DEU-MV","midyear","asmr_who","12"
"DEU-NI","midyear","asmr_who","12"
"DEU-NW","midyear","asmr_who","11"
"DEU-RP","midyear","asmr_who","12"
"DEU-SH","midyear","asmr_who","11"
"DEU-SL","midyear","asmr_who","7"
"DEU-SN","midyear","asmr_who","5"
"DEU-ST","midyear","asmr_who","5"
"DEU-TH","midyear","asmr_who","11"
"DJI","midyear","asmr_who",
"DMA","midyear","asmr_who",
"DNK","midyear","asmr_who","5"
"DOM","midyear","asmr_who",
"DZA","midyear","asmr_who",
"ECU","midyear","asmr_who",
"EGY","midyear","asmr_who",
"ERI","midyear","asmr_who",
"ESH","midyear","asmr_who",
"ESP","midyear","asmr_who","6"
"EST","midyear","asmr_who","5"
"ETH","midyear","asmr_who",
"FIN","midyear","asmr_who","8"
"FJI","midyear","asmr_who",
"FLK","midyear","asmr_who",
"FRA","midyear","asmr_who","10"
"FRO","midyear","asmr_who",
"FSM","midyear","asmr_who",
"GAB","midyear","asmr_who",
"GBR","midyear","asmr_who",
"GBRTENW","midyear","asmr_who","5"
"GBR_NIR","midyear","asmr_who",
"GBR_SCO","midyear","asmr_who","5"
"GEO","midyear","asmr_who",
"GGY","midyear","asmr_who",
"GHA","midyear","asmr_who",
"GIB","midyear","asmr_who",
"GIN","midyear","asmr_who",
"GLP","midyear","asmr_who",
"GMB","midyear","asmr_who",
"GNB","midyear","asmr_who",
"GNQ","midyear","asmr_who",
"GRC","midyear","asmr_who",
"GRD","midyear","asmr_who",
"GRL","midyear","asmr_who",
"GTM","midyear","asmr_who",
"GUF","midyear","asmr_who",
"GUM","midyear","asmr_who",
"GUY","midyear","asmr_who",
"HKG","midyear","asmr_who",
"HND","midyear","asmr_who",
"HRV","midyear","asmr_who","12"
"HTI","midyear","asmr_who",
"HUN","midyear","asmr_who","12"
"IDN","midyear","asmr_who",
"IMN","midyear","asmr_who",
"IND","midyear","asmr_who",
"IRL","midyear","asmr_who",
"IRN","midyear","asmr_who",
"IRQ","midyear","asmr_who",
"ISL","midyear","asmr_who","10"
"ISR","midyear","asmr_who","9"
"ITA","midyear","asmr_who","5"
"JAM","midyear","asmr_who",
"JEY","midyear","asmr_who",
"JOR","midyear","asmr_who",
"JPN","midyear","asmr_who",
"KAZ","midyear","asmr_who",
"KEN","midyear","asmr_who",
"KGZ","midyear","asmr_who",
"KHM","midyear","asmr_who",
"KIR","midyear","asmr_who",
"KNA","midyear","asmr_who",
"KOR","midyear","asmr_who","5"
"KWT","midyear","asmr_who",
"LAO","midyear","asmr_who",
"LBN","midyear","asmr_who",
"LBR","midyear","asmr_who",
"LBY","midyear","asmr_who",
"LCA","midyear","asmr_who",
"LIE","midyear","asmr_who","12"
"LKA","midyear","asmr_who",
"LSO","midyear","asmr_who",
"LTU","midyear","asmr_who","12"
"LUX","midyear","asmr_who","6"
"LVA","midyear","asmr_who","5"
"MAC","midyear","asmr_who",
"MAF","midyear","asmr_who",
"MAR","midyear","asmr_who",
"MCO","midyear","asmr_who",
"MDA","midyear","asmr_who",
"MDG","midyear","asmr_who",
"MDV","midyear","asmr_who",
"MEX","midyear","asmr_who",
"MHL","midyear","asmr_who",
"MKD","midyear","asmr_who",
"MLI","midyear","asmr_who",
"MLT","midyear","asmr_who","6"
"MMR","midyear","asmr_who",
"MNE","midyear","asmr_who","12"
"MNG","midyear","asmr_who",
"MNP","midyear","asmr_who",
"MOZ","midyear","asmr_who",
"MRT","midyear","asmr_who",
"MTQ","midyear","asmr_who",
"MUS","midyear","asmr_who",
"MWI","midyear","asmr_who",
"MYS","midyear","asmr_who",
"MYT","midyear","asmr_who",
"NAM","midyear","asmr_who",
"NCL","midyear","asmr_who",
"NER","midyear","asmr_who",
"NGA","midyear","asmr_who",
"NIC","midyear","asmr_who",
"NLD","midyear","asmr_who","5"
"NOR","midyear","asmr_who","12"
"NPL","midyear","asmr_who",
"NZL","midyear","asmr_who","6"
"OMN","midyear","asmr_who",
"PAK","midyear","asmr_who",
"PAN","midyear","asmr_who",
"PER","midyear","asmr_who",
"PHL","midyear","asmr_who",
"PLW","midyear","asmr_who",
"PNG","midyear","asmr_who",
"POL","midyear","asmr_who","5"
"PRI","midyear","asmr_who",
"PRK","midyear","asmr_who",
"PRT","midyear","asmr_who","6"
"PRY","midyear","asmr_who",
"PSE","midyear","asmr_who",
"PYF","midyear","asmr_who",
"QAT","midyear","asmr_who",
"REU","midyear","asmr_who",
"ROU","midyear","asmr_who",
"RUS","midyear","asmr_who","9"
"RWA","midyear","asmr_who",
"SAU","midyear","asmr_who",
"SDN","midyear","asmr_who",
"SEN","midyear","asmr_who",
"SGP","midyear","asmr_who",
"SLB","midyear","asmr_who",
"SLE","midyear","asmr_who",
"SLV","midyear","asmr_who",
"SMR","midyear","asmr_who",
"SOM","midyear","asmr_who",
"SRB","midyear","asmr_who","7"
"SSD","midyear","asmr_who",
"STP","midyear","asmr_who",
"SUR","midyear","asmr_who",
"SVK","midyear","asmr_who","5"
"SVN","midyear","asmr_who","6"
"SWE","midyear","asmr_who","10"
"SWZ","midyear","asmr_who",
"SXM","midyear","asmr_who",
"SYC","midyear","asmr_who",
"SYR","midyear","asmr_who",
"TCA","midyear","asmr_who",
"TCD","midyear","asmr_who",
"TGO","midyear","asmr_who",
"THA","midyear","asmr_who",
"TJK","midyear","asmr_who",
"TKL","midyear","asmr_who",
"TKM","midyear","asmr_who",
"TLS","midyear","asmr_who",
"TON","midyear","asmr_who",
"TTO","midyear","asmr_who",
"TUN","midyear","asmr_who",
"TUR","midyear","asmr_who",
"TUV","midyear","asmr_who",
"TWN","midyear","asmr_who","7"
"TZA","midyear","asmr_who",
"UGA","midyear","asmr_who",
"UKR","midyear","asmr_who",
"URY","midyear","asmr_who",
"USA","midyear","asmr_who","5"
"USA-AK","midyear","asmr_who","10"
"USA-AL","midyear","asmr_who","5"
"USA-AR","midyear","asmr_who","5"
"USA-AZ","midyear","asmr_who","7"
"USA-CA","midyear","asmr_who","5"
"USA-CO","midyear","asmr_who","5"
"USA-CT","midyear","asmr_who","5"
"USA-DC","midyear","asmr_who","5"
"USA-DE","midyear","asmr_who","5"
"USA-FL","midyear","asmr_who","5"
"USA-GA","midyear","asmr_who","5"
"USA-HI","midyear","asmr_who","5"
"USA-IA","midyear","asmr_who","5"
"USA-ID","midyear","asmr_who","5"
"USA-IL","midyear","asmr_who","5"
"USA-IN","midyear","asmr_who","5"
"USA-KS","midyear","asmr_who","5"
"USA-KY","midyear","asmr_who","5"
"USA-LA","midyear","asmr_who","5"
"USA-MA","midyear","asmr_who","5"
"USA-MD","midyear","asmr_who","5"
"USA-ME","midyear","asmr_who","5"
"USA-MI","midyear","asmr_who","5"
"USA-MN","midyear","asmr_who","5"
"USA-MO","midyear","asmr_who","5"
"USA-MS","midyear","asmr_who","5"
"USA-MT","midyear","asmr_who","7"
"USA-NC","midyear","asmr_who","5"
"USA-ND","midyear","asmr_who","5"
"USA-NE","midyear","asmr_who","6"
"USA-NH","midyear","asmr_who","5"
"USA-NJ","midyear","asmr_who","5"
"USA-NM","midyear","asmr_who","5"
"USA-NV","midyear","asmr_who","5"
"USA-NY","midyear","asmr_who","5"
"USA-OH","midyear","asmr_who","5"
"USA-OK","midyear","asmr_who","6"
"USA-OR","midyear","asmr_who","5"
"USA-PA","midyear","asmr_who","5"
"USA-RI","midyear","asmr_who","5"
"USA-SC","midyear","asmr_who","5"
"USA-SD","midyear","asmr_who","5"
"USA-TN","midyear","asmr_who","5"
"USA-TX","midyear","asmr_who","6"
"USA-UT","midyear","asmr_who","5"
"USA-VA","midyear","asmr_who","5"
"USA-VT","midyear","asmr_who","6"
"USA-WA","midyear","asmr_who","5"
"USA-WI","midyear","asmr_who","5"
"USA-WV","midyear","asmr_who","5"
"USA-WY","midyear","asmr_who","6"
"UZB","midyear","asmr_who",
"VCT","midyear","asmr_who",
"VEN","midyear","asmr_who",
"VGB","midyear","asmr_who",
"VIR","midyear","asmr_who",
"VNM","midyear","asmr_who",
"VUT","midyear","asmr_who",
"WSM","midyear","asmr_who",
"XKX","midyear","asmr_who",
"YEM","midyear","asmr_who",
"ZAF","midyear","asmr_who",
"ZMB","midyear","asmr_who",
"ZWE","midyear","asmr_who",
"ALB","midyear","asmr_esp",
"ABW","midyear","asmr_esp",
"AFG","midyear","asmr_esp",
"AGO","midyear","asmr_esp",
"AND","midyear","asmr_esp","5"
"ARE","midyear","asmr_esp",
"ARG","midyear","asmr_esp",
"ARM","midyear","asmr_esp",
"ASM","midyear","asmr_esp",
"ATG","midyear","asmr_esp",
"AUS","midyear","asmr_esp",
"AUT","midyear","asmr_esp","7"
"AZE","midyear","asmr_esp",
"BDI","midyear","asmr_esp",
"BEL","midyear","asmr_esp","6"
"BEN","midyear","asmr_esp",
"BES","midyear","asmr_esp",
"BFA","midyear","asmr_esp",
"BGD","midyear","asmr_esp",
"BGR","midyear","asmr_esp","6"
"BHR","midyear","asmr_esp",
"BHS","midyear","asmr_esp",
"BIH","midyear","asmr_esp",
"BLR","midyear","asmr_esp",
"BLZ","midyear","asmr_esp",
"BMU","midyear","asmr_esp",
"BOL","midyear","asmr_esp",
"BRA","midyear","asmr_esp",
"BRB","midyear","asmr_esp",
"BRN","midyear","asmr_esp",
"BTN","midyear","asmr_esp",
"BWA","midyear","asmr_esp",
"CAF","midyear","asmr_esp",
"CAN","midyear","asmr_esp","5"
"CHE","midyear","asmr_esp","5"
"CHL","midyear","asmr_esp",
"CHN","midyear","asmr_esp",
"CIV","midyear","asmr_esp",
"CMR","midyear","asmr_esp",
"COD","midyear","asmr_esp",
"COG","midyear","asmr_esp",
"COK","midyear","asmr_esp",
"COL","midyear","asmr_esp",
"COM","midyear","asmr_esp",
"CPV","midyear","asmr_esp",
"CRI","midyear","asmr_esp",
"CUB","midyear","asmr_esp",
"CUW","midyear","asmr_esp",
"CYM","midyear","asmr_esp",
"CYP","midyear","asmr_esp",
"CZE","midyear","asmr_esp","12"
"DEU","midyear","asmr_esp","6"
"DEU-BB","midyear","asmr_esp","6"
"DEU-BE","midyear","asmr_esp","11"
"DEU-BW","midyear","asmr_esp","11"
"DEU-BY","midyear","asmr_esp","11"
"DEU-HB","midyear","asmr_esp","11"
"DEU-HE","midyear","asmr_esp","6"
"DEU-HH","midyear","asmr_esp","11"
"DEU-MV","midyear","asmr_esp","12"
"DEU-NI","midyear","asmr_esp","11"
"DEU-NW","midyear","asmr_esp","11"
"DEU-RP","midyear","asmr_esp","12"
"DEU-SH","midyear","asmr_esp","7"
"DEU-SL","midyear","asmr_esp","7"
"DEU-SN","midyear","asmr_esp","11"
"DEU-ST","midyear","asmr_esp","11"
"DEU-TH","midyear","asmr_esp","7"
"DJI","midyear","asmr_esp",
"DMA","midyear","asmr_esp",
"DNK","midyear","asmr_esp","5"
"DOM","midyear","asmr_esp",
"DZA","midyear","asmr_esp",
"ECU","midyear","asmr_esp",
"EGY","midyear","asmr_esp",
"ERI","midyear","asmr_esp",
"ESH","midyear","asmr_esp",
"ESP","midyear","asmr_esp","6"
"EST","midyear","asmr_esp","5"
"ETH","midyear","asmr_esp",
"FIN","midyear","asmr_esp","6"
"FJI","midyear","asmr_esp",
"FLK","midyear","asmr_esp",
"FRA","midyear","asmr_esp","7"
"FRO","midyear","asmr_esp",
"FSM","midyear","asmr_esp",
"GAB","midyear","asmr_esp",
"GBR","midyear","asmr_esp",
"GBRTENW","midyear","asmr_esp","5"
"GBR_NIR","midyear","asmr_esp",
"GBR_SCO","midyear","asmr_esp","6"
"GEO","midyear","asmr_esp",
"GGY","midyear","asmr_esp",
"GHA","midyear","asmr_esp",
"GIB","midyear","asmr_esp",
"GIN","midyear","asmr_esp",
"GLP","midyear","asmr_esp",
"GMB","midyear","asmr_esp",
"GNB","midyear","asmr_esp",
"GNQ","midyear","asmr_esp",
"GRC","midyear","asmr_esp",
"GRD","midyear","asmr_esp",
"GRL","midyear","asmr_esp",
"GTM","midyear","asmr_esp",
"GUF","midyear","asmr_esp",
"GUM","midyear","asmr_esp",
"GUY","midyear","asmr_esp",
"HKG","midyear","asmr_esp",
"HND","midyear","asmr_esp",
"HRV","midyear","asmr_esp","12"
"HTI","midyear","asmr_esp",
"HUN","midyear","asmr_esp","12"
"IDN","midyear","asmr_esp",
"IMN","midyear","asmr_esp",
"IND","midyear","asmr_esp",
"IRL","midyear","asmr_esp",
"IRN","midyear","asmr_esp",
"IRQ","midyear","asmr_esp",
"ISL","midyear","asmr_esp","10"
"ISR","midyear","asmr_esp","9"
"ITA","midyear","asmr_esp","5"
"JAM","midyear","asmr_esp",
"JEY","midyear","asmr_esp",
"JOR","midyear","asmr_esp",
"JPN","midyear","asmr_esp",
"KAZ","midyear","asmr_esp",
"KEN","midyear","asmr_esp",
"KGZ","midyear","asmr_esp",
"KHM","midyear","asmr_esp",
"KIR","midyear","asmr_esp",
"KNA","midyear","asmr_esp",
"KOR","midyear","asmr_esp","5"
"KWT","midyear","asmr_esp",
"LAO","midyear","asmr_esp",
"LBN","midyear","asmr_esp",
"LBR","midyear","asmr_esp",
"LBY","midyear","asmr_esp",
"LCA","midyear","asmr_esp",
"LIE","midyear","asmr_esp","11"
"LKA","midyear","asmr_esp",
"LSO","midyear","asmr_esp",
"LTU","midyear","asmr_esp","12"
"LUX","midyear","asmr_esp","6"
"LVA","midyear","asmr_esp","5"
"MAC","midyear","asmr_esp",
"MAF","midyear","asmr_esp",
"MAR","midyear","asmr_esp",
"MCO","midyear","asmr_esp",
"MDA","midyear","asmr_esp",
"MDG","midyear","asmr_esp",
"MDV","midyear","asmr_esp",
"MEX","midyear","asmr_esp",
"MHL","midyear","asmr_esp",
"MKD","midyear","asmr_esp",
"MLI","midyear","asmr_esp",
"MLT","midyear","asmr_esp","6"
"MMR","midyear","asmr_esp",
"MNE","midyear","asmr_esp","12"
"MNG","midyear","asmr_esp",
"MNP","midyear","asmr_esp",
"MOZ","midyear","asmr_esp",
"MRT","midyear","asmr_esp",
"MTQ","midyear","asmr_esp",
"MUS","midyear","asmr_esp",
"MWI","midyear","asmr_esp",
"MYS","midyear","asmr_esp",
"MYT","midyear","asmr_esp",
"NAM","midyear","asmr_esp",
"NCL","midyear","asmr_esp",
"NER","midyear","asmr_esp",
"NGA","midyear","asmr_esp",
"NIC","midyear","asmr_esp",
"NLD","midyear","asmr_esp","5"
"NOR","midyear","asmr_esp","12"
"NPL","midyear","asmr_esp",
"NZL","midyear","asmr_esp","6"
"OMN","midyear","asmr_esp",
"PAK","midyear","asmr_esp",
"PAN","midyear","asmr_esp",
"PER","midyear","asmr_esp",
"PHL","midyear","asmr_esp",
"PLW","midyear","asmr_esp",
"PNG","midyear","asmr_esp",
"POL","midyear","asmr_esp","5"
"PRI","midyear","asmr_esp",
"PRK","midyear","asmr_esp",
"PRT","midyear","asmr_esp","6"
"PRY","midyear","asmr_esp",
"PSE","midyear","asmr_esp",
"PYF","midyear","asmr_esp",
"QAT","midyear","asmr_esp",
"REU","midyear","asmr_esp",
"ROU","midyear","asmr_esp",
"RUS","midyear","asmr_esp","8"
"RWA","midyear","asmr_esp",
"SAU","midyear","asmr_esp",
"SDN","midyear","asmr_esp",
"SEN","midyear","asmr_esp",
"SGP","midyear","asmr_esp",
"SLB","midyear","asmr_esp",
"SLE","midyear","asmr_esp",
"SLV","midyear","asmr_esp",
"SMR","midyear","asmr_esp",
"SOM","midyear","asmr_esp",
"SRB","midyear","asmr_esp","8"
"SSD","midyear","asmr_esp",
"STP","midyear","asmr_esp",
"SUR","midyear","asmr_esp",
"SVK","midyear","asmr_esp","5"
"SVN","midyear","asmr_esp","6"
"SWE","midyear","asmr_esp","12"
"SWZ","midyear","asmr_esp",
"SXM","midyear","asmr_esp",
"SYC","midyear","asmr_esp",
"SYR","midyear","asmr_esp",
"TCA","midyear","asmr_esp",
"TCD","midyear","asmr_esp",
"TGO","midyear","asmr_esp",
"THA","midyear","asmr_esp",
"TJK","midyear","asmr_esp",
"TKL","midyear","asmr_esp",
"TKM","midyear","asmr_esp",
"TLS","midyear","asmr_esp",
"TON","midyear","asmr_esp",
"TTO","midyear","asmr_esp",
"TUN","midyear","asmr_esp",
"TUR","midyear","asmr_esp",
"TUV","midyear","asmr_esp",
"TWN","midyear","asmr_esp","11"
"TZA","midyear","asmr_esp",
"UGA","midyear","asmr_esp",
